Unnamed: 0,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
252,9588000,HX238286,04/26/2014 02:03:00 PM,083XX S INGLESIDE AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,True,False,632,6.0,8.0,44.0,03,1184003.0,1849993.0,2014,02/04/2016 06:33:39 AM,41.743557554,-87.601375156,"(41.743557554, -87.601375156)"
253,9898323,HX548466,12/19/2014 06:20:00 PM,043XX S HONORE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,924,9.0,12.0,61.0,08B,1164742.0,1875924.0,2014,02/10/2018 03:50:01 PM,41.815143517,-87.671217192,"(41.815143517, -87.671217192)"
254,12296110,JE145686,02/19/2021 08:30:00 AM,093XX S ESCANABA AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,True,423,4.0,10.0,48.0,06,1197013.0,1843642.0,2021,02/26/2021 03:47:53 PM,41.725816334,-87.553917257,"(41.725816334, -87.553917257)"
255,12773617,JF332758,07/25/2022 01:57:00 PM,020XX E 95TH ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER (SPECIFY),False,False,413,4.0,7.0,51.0,11,1191273.0,1842372.0,2022,08/01/2022 04:49:48 PM,41.722472022,-87.574983819,"(41.722472022, -87.574983819)"
256,1677162,G468334,08/07/2001 11:00:22 PM,009XX N AVERS AV,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,False,False,1112,11.0,,,14,1150582.0,1906199.0,2001,08/17/2015 03:03:40 PM,41.898509428,-87.72236849,"(41.898509428, -87.72236849)"
257,2564467,HJ117657,01/10/2003 07:20:00 AM,046XX S SACRAMENTO AVE,1513,PROSTITUTION,SOLICIT FOR BUSINESS,STREET,True,False,912,9.0,14.0,58.0,16,1157153.0,1873638.0,2003,02/28/2018 03:56:25 PM,41.809027523,-87.699116854,"(41.809027523, -87.699116854)"
258,12404857,JE278751,06/24/2021 09:55:00 PM,027XX N CLARK ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1935,19.0,43.0,7.0,07,1171726.0,1918369.0,2021,07/01/2021 04:52:47 PM,41.931465072,-87.644349119,"(41.931465072, -87.644349119)"
259,4173782,HL501809,07/22/2005 10:35:00 PM,0000X E 115TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,532,5.0,9.0,53.0,14,1178496.0,1828728.0,2005,02/28/2018 03:56:25 PM,41.685330332,-87.622196564,"(41.685330332, -87.622196564)"
260,8533768,HV210382,03/22/2012 10:30:00 PM,026XX W HADDON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,1311,12.0,1.0,24.0,08B,1158671.0,1907542.0,2012,02/10/2018 03:50:01 PM,41.902032816,-87.692621172,"(41.902032816, -87.692621172)"
261,4513310,HL817802,12/30/2005 06:07:01 PM,076XX N BOSWORTH AVE,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA HALLWAY/STAIRWELL/ELEVATOR,True,False,2422,24.0,49.0,1.0,26,1164635.0,1950607.0,2005,02/28/2018 03:56:25 PM,42.0200807,-87.669489133,"(42.0200807, -87.669489133)"
262,5057361,HM663485,10/16/2006 02:15:34 PM,033XX W WARREN BLVD,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,1123,11.0,28.0,27.0,05,1154178.0,1900149.0,2006,02/28/2018 03:56:25 PM,41.881836603,-87.709322139,"(41.881836603, -87.709322139)"
263,1598411,G367861,06/24/2001 01:00:00 PM,086XX S VINCENNES AV,0820,THEFT,$500 AND UNDER,STREET,False,False,622,6.0,,,06,1172872.0,1847963.0,2001,08/17/2015 03:03:40 PM,41.738239543,-87.642219452,"(41.738239543, -87.642219452)"
264,4443458,HL738400,11/15/2005 02:00:00 PM,057XX S KENWOOD AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,False,False,2133,2.0,5.0,41.0,05,1186085.0,1867241.0,2005,02/28/2018 03:56:25 PM,41.79083878,-87.593202846,"(41.79083878, -87.593202846)"
265,7454956,HS256193,04/13/2010 07:00:00 PM,044XX S PULASKI RD,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,821,8.0,14.0,57.0,06,1150424.0,1874895.0,2010,02/10/2018 03:50:01 PM,41.812610526,-87.723765071,"(41.812610526, -87.723765071)"
266,10775892,HZ542535,12/06/2016 05:30:00 PM,015XX E 53RD ST,0810,THEFT,OVER $500,SMALL RETAIL STORE,False,False,234,2.0,4.0,41.0,06,1187238.0,1870424.0,2016,02/10/2018 03:50:01 PM,41.799545853,-87.588874056,"(41.799545853, -87.588874056)"
267,7711722,HS518888,09/16/2010 08:35:00 PM,061XX S ARTESIAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,825,8.0,15.0,66.0,08B,1161095.0,1863780.0,2010,02/10/2018 03:50:01 PM,41.78189515,-87.684931014,"(41.78189515, -87.684931014)"
268,1885244,G734849,12/08/2001 06:54:00 AM,046XX N BROADWAY,1310,CRIMINAL DAMAGE,TO PROPERTY,DEPARTMENT STORE,False,False,2311,19.0,,,14,1167972.0,1930787.0,2001,08/17/2015 03:03:40 PM,41.965622536,-87.657784651,"(41.965622536, -87.657784651)"
269,2514272,HH855132,12/23/2002 05:30:00 AM,005XX W ARLINGTON PL,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,False,False,1933,19.0,43.0,7.0,07,1172317.0,1916660.0,2002,02/28/2018 03:56:25 PM,41.926762451,-87.642227936,"(41.926762451, -87.642227936)"
270,3543843,HK626321,09/15/2004 08:59:52 PM,009XX S AUSTIN BLVD,0460,BATTERY,SIMPLE,NURSING HOME/RETIREMENT HOME,False,False,1513,15.0,29.0,25.0,08B,1136517.0,1895636.0,2004,02/28/2018 03:56:25 PM,41.869786389,-87.774281815,"(41.869786389, -87.774281815)"
271,12261480,JE103550,01/04/2021 10:14:00 PM,050XX S HOMAN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,ALLEY,True,False,821,8.0,14.0,63.0,15,1154557.0,1871063.0,2021,01/16/2021 03:49:23 PM,41.802013543,-87.708707195,"(41.802013543, -87.708707195)"
272,4505560,HL716938,11/03/2005 10:00:00 AM,059XX S WESTERN AVE,2091,NARCOTICS,FORFEIT PROPERTY,STREET,True,False,825,8.0,16.0,66.0,26,1161390.0,1865161.0,2005,02/28/2018 03:56:25 PM,41.785678691,-87.683811217,"(41.785678691, -87.683811217)"
273,3881870,HL257562,03/26/2005 11:40:00 PM,055XX S KEDVALE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,False,False,813,8.0,13.0,62.0,14,1149645.0,1867493.0,2005,02/28/2018 03:56:25 PM,41.792313463,-87.726814072,"(41.792313463, -87.726814072)"
274,4008474,HL365599,05/19/2005 08:20:00 AM,066XX S ARTESIAN AVE,0460,BATTERY,SIMPLE,STREET,False,False,832,8.0,15.0,66.0,08B,1161181.0,1860657.0,2005,02/28/2018 03:56:25 PM,41.773323425,-87.684702076,"(41.773323425, -87.684702076)"
275,2697387,HJ320195,04/24/2003 11:24:45 AM,055XX W CORTEZ ST,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,False,True,1524,15.0,37.0,25.0,26,1139129.0,1906452.0,2003,02/28/2018 03:56:25 PM,41.899419798,-87.764429008,"(41.899419798, -87.764429008)"
276,8443175,HV121123,01/16/2012 10:00:00 PM,005XX E RANDOLPH ST,0560,ASSAULT,SIMPLE,STREET,False,False,124,1.0,42.0,32.0,08A,1180210.0,1901283.0,2012,02/10/2018 03:50:01 PM,41.884389167,-87.613699061,"(41.884389167, -87.613699061)"
277,11613708,JC174140,03/05/2019 08:45:00 AM,087XX S MORGAN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,2222,22.0,21.0,71.0,14,1171169.0,1846948.0,2019,03/12/2019 04:21:39 PM,41.735491603,-87.64848843,"(41.735491603, -87.64848843)"
278,11219634,JB136785,01/31/2018 06:15:00 PM,027XX N CALIFORNIA AVE,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,False,1411,14.0,35.0,22.0,06,1157241.0,1918050.0,2018,05/04/2018 03:51:04 PM,41.930896787,-87.697587655,"(41.930896787, -87.697587655)"
279,5415936,HN255369,03/29/2007 11:00:00 AM,046XX S MICHIGAN AVE,0890,THEFT,FROM BUILDING,RESIDENCE,False,True,221,2.0,3.0,38.0,06,1177936.0,1874323.0,2007,02/28/2018 03:56:25 PM,41.810461069,-87.622868393,"(41.810461069, -87.622868393)"
280,4662531,HM263091,03/30/2006 09:00:00 PM,078XX S MARYLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,624,6.0,6.0,69.0,14,1183260.0,1853246.0,2006,02/28/2018 03:56:25 PM,41.752501443,-87.6039965,"(41.752501443, -87.6039965)"
281,4382373,HL675502,10/15/2005 08:50:00 PM,052XX S DAMEN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,915,9.0,16.0,61.0,14,1163911.0,1869876.0,2005,02/28/2018 03:56:25 PM,41.798564615,-87.674435515,"(41.798564615, -87.674435515)"
282,6213476,HP299964,04/25/2008 11:51:04 AM,007XX N LARAMIE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,True,False,1531,15.0,28.0,25.0,15,1141562.0,1904305.0,2008,02/28/2018 03:56:25 PM,41.893483556,-87.755545612,"(41.893483556, -87.755545612)"
283,5796384,HN605738,09/22/2007 11:30:00 PM,008XX N STATE ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,False,False,1832,18.0,42.0,8.0,03,1176223.0,1905805.0,2007,02/10/2018 03:50:01 PM,41.896888586,-87.628203192,"(41.896888586, -87.628203192)"
284,2968460,HJ658424,09/28/2003 06:23:00 AM,019XX S KEDZIE AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,True,False,1022,10.0,24.0,29.0,04A,1155335.0,1890269.0,2003,02/28/2018 03:56:25 PM,41.85470167,-87.705339043,"(41.85470167, -87.705339043)"
285,10411294,HZ134160,01/30/2016 11:25:00 AM,100XX W OHARE ST,2091,NARCOTICS,FORFEIT PROPERTY,AIRPORT/AIRCRAFT,True,False,1651,16.0,41.0,76.0,18,1100658.0,1934241.0,2016,02/10/2018 03:50:01 PM,41.976290414,-87.905227221,"(41.976290414, -87.905227221)"
286,8675763,HV351261,06/24/2012 07:30:00 PM,064XX S FRANCISCO AVE,1330,CRIMINAL TRESPASS,TO LAND,ABANDONED BUILDING,True,False,823,8.0,15.0,66.0,26,1158155.0,1861773.0,2012,02/04/2016 06:33:39 AM,41.776447984,-87.695764433,"(41.776447984, -87.695764433)"
287,9766622,HX412920,09/02/2014 06:35:00 PM,114XX S NORMAL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2233,22.0,34.0,49.0,08B,1175016.0,1828998.0,2014,02/10/2018 03:50:01 PM,41.686149377,-87.63492795,"(41.686149377, -87.63492795)"
288,6230583,HP317633,05/05/2008 07:49:32 AM,007XX N LOCKWOOD AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,True,False,1524,15.0,37.0,25.0,26,1140892.0,1904379.0,2008,02/28/2018 03:56:25 PM,41.893698975,-87.758004498,"(41.893698975, -87.758004498)"
289,9110901,HW255735,05/01/2013 10:50:00 AM,052XX S STATE ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,225,2.0,3.0,40.0,08B,1177170.0,1870046.0,2013,02/10/2018 03:50:01 PM,41.798741929,-87.62580711,"(41.798741929, -87.62580711)"
290,2994541,HJ694966,09/15/2003 09:00:00 AM,102XX S YALE AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,511,5.0,9.0,49.0,06,1176422.0,1837045.0,2003,02/28/2018 03:56:25 PM,41.708200127,-87.629540161,"(41.708200127, -87.629540161)"
291,12585965,JF105121,01/06/2022 05:45:00 AM,008XX W WAVELAND AVE,0810,THEFT,OVER $500,STREET,False,False,1923,19.0,44.0,6.0,06,1170057.0,1924785.0,2022,01/13/2022 03:49:31 PM,41.949107483,-87.650294493,"(41.949107483, -87.650294493)"
292,4187478,HL519412,07/31/2005 01:30:00 PM,048XX W NORTH AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,2533,25.0,37.0,25.0,06,1143844.0,1910199.0,2005,02/28/2018 03:56:25 PM,41.909614875,-87.747016581,"(41.909614875, -87.747016581)"
293,11442384,JB430052,09/10/2018 04:00:00 PM,054XX W MONTROSE AVE,0460,BATTERY,SIMPLE,GROCERY FOOD STORE,True,False,1624,16.0,38.0,15.0,08B,1139354.0,1928724.0,2018,09/17/2018 04:03:31 PM,41.960532426,-87.76305847,"(41.960532426, -87.76305847)"
294,8038528,HT269894,04/28/2011 05:30:00 AM,081XX S HALSTED ST,0810,THEFT,OVER $500,SMALL RETAIL STORE,False,False,613,6.0,21.0,71.0,06,1172383.0,1850986.0,2011,02/10/2018 03:50:01 PM,41.746545819,-87.6439223,"(41.746545819, -87.6439223)"
295,5694648,HN502215,08/01/2007 11:51:40 AM,051XX W LAKE ST,031A,ROBBERY,ARMED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),False,False,1532,15.0,28.0,25.0,03,1141935.0,1901992.0,2007,02/28/2018 03:56:25 PM,41.887129505,-87.754233027,"(41.887129505, -87.754233027)"
296,4225395,HL549562,08/14/2005 11:30:00 PM,099XX S HALSTED ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,GAS STATION,False,False,2232,22.0,34.0,73.0,03,1172734.0,1839039.0,2005,02/28/2018 03:56:25 PM,41.713753878,-87.642987258,"(41.713753878, -87.642987258)"
297,3239550,HK210643,02/28/2004 10:30:00 PM,027XX S WHIPPLE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,1033,10.0,12.0,30.0,18,1156472.0,1885683.0,2004,02/10/2018 03:50:01 PM,41.842094269,-87.701289638,"(41.842094269, -87.701289638)"
298,5303020,HN164590,01/25/2007 12:01:00 AM,089XX S EGGLESTON AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,False,False,2223,22.0,21.0,71.0,11,1174864.0,1845638.0,2007,02/28/2018 03:56:25 PM,41.731815309,-87.634990371,"(41.731815309, -87.634990371)"
299,10165967,HY353798,07/13/2015 10:00:00 PM,020XX N BINGHAM ST,0820,THEFT,$500 AND UNDER,SIDEWALK,False,False,1431,14.0,1.0,22.0,06,1159067.0,1913355.0,2015,02/10/2018 03:50:01 PM,41.91797602,-87.69100671,"(41.91797602, -87.69100671)"
300,1830084,G657530,10/31/2001 07:00:00 PM,026XX S KOLIN AV,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,False,True,1031,10.0,,,04B,1147771.0,1886355.0,2001,08/17/2015 03:03:40 PM,41.844109597,-87.733202783,"(41.844109597, -87.733202783)"
301,11062137,JA400119,08/18/2017 06:45:00 PM,048XX S HERMITAGE AVE,0810,THEFT,OVER $500,RESIDENCE,False,False,931,9.0,20.0,61.0,06,1165496.0,1872569.0,2017,02/10/2018 03:50:01 PM,41.805921039,-87.668546599,"(41.805921039, -87.668546599)"
302,8499537,HV176636,02/28/2012 04:00:00 PM,012XX N LARRABEE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,1822,18.0,27.0,8.0,08B,1172111.0,1908362.0,2012,02/10/2018 03:50:01 PM,41.903996883,-87.643230238,"(41.903996883, -87.643230238)"
303,6834370,HR234173,03/25/2009 10:02:32 AM,033XX W CHICAGO AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,1121,11.0,27.0,23.0,08B,1153815.0,1905131.0,2009,02/28/2018 03:56:25 PM,41.895514941,-87.710522296,"(41.895514941, -87.710522296)"
304,9788880,HX438486,09/22/2014 12:01:00 AM,052XX W HUTCHINSON ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,OTHER,False,False,1624,16.0,38.0,15.0,14,1140760.0,1927758.0,2014,02/10/2018 03:50:01 PM,41.957855843,-87.757913093,"(41.957855843, -87.757913093)"
305,4715640,HM321548,04/30/2006 12:00:00 AM,124XX S YALE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,523,5.0,34.0,53.0,14,1176863.0,1822508.0,2006,02/28/2018 03:56:25 PM,41.668298523,-87.628360855,"(41.668298523, -87.628360855)"
306,10785778,HZ553894,12/11/2016 04:00:00 AM,021XX S HOYNE AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,False,False,1234,12.0,25.0,31.0,04A,1162694.0,1889976.0,2016,02/10/2018 03:50:01 PM,41.853746781,-87.678336552,"(41.853746781, -87.678336552)"
307,8799246,HV473088,09/12/2012 07:00:00 PM,036XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,True,False,1123,11.0,28.0,27.0,11,1152291.0,1901263.0,2012,02/10/2018 03:50:01 PM,41.884930978,-87.716221792,"(41.884930978, -87.716221792)"
308,5797937,HN609538,10/18/2006 08:30:00 AM,034XX N AUSTIN AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CTA GARAGE / OTHER PROPERTY,False,False,1633,16.0,38.0,17.0,14,1135778.0,1922071.0,2006,02/10/2018 03:50:01 PM,41.942340471,-87.776364792,"(41.942340471, -87.776364792)"
309,7009776,HR417100,07/07/2009 10:30:00 PM,025XX S HILLOCK AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,923,9.0,11.0,60.0,18,1169525.0,1887487.0,2009,02/28/2018 03:56:25 PM,41.846771027,-87.653336688,"(41.846771027, -87.653336688)"
310,10446317,HZ185198,03/13/2016 12:38:00 AM,079XX S DANTE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,411,4.0,8.0,45.0,08B,1187231.0,1852642.0,2016,02/10/2018 03:50:01 PM,41.750750714,-87.589463786,"(41.750750714, -87.589463786)"
311,8852515,HV525525,10/19/2012 01:00:00 PM,054XX W WRIGHTWOOD AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,2515,25.0,30.0,19.0,05,1139760.0,1916756.0,2012,02/10/2018 03:50:01 PM,41.927683634,-87.761859144,"(41.927683634, -87.761859144)"
312,11511499,JB521313,11/19/2018 07:10:00 AM,024XX N CENTRAL AVE,0460,BATTERY,SIMPLE,HOSPITAL BUILDING/GROUNDS,False,False,2515,25.0,30.0,19.0,08B,1138633.0,1915735.0,2018,11/26/2018 04:16:31 PM,41.924902436,-87.766025313,"(41.924902436, -87.766025313)"
313,1403669,G115068,02/27/2001 08:30:00 AM,037XX W LELAND AV,0460,BATTERY,SIMPLE,APARTMENT,True,True,1723,17.0,,,08B,1150367.0,1930928.0,2001,08/17/2015 03:03:40 PM,41.966372095,-87.722511075,"(41.966372095, -87.722511075)"
314,9324410,HW466625,09/25/2013 01:30:00 PM,079XX S MERRILL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,414,4.0,8.0,46.0,08B,1191913.0,1852671.0,2013,02/10/2018 03:50:01 PM,41.750717932,-87.572306046,"(41.750717932, -87.572306046)"
315,4853576,HM466696,07/10/2006 02:50:00 PM,018XX W IRVING PARK RD,0890,THEFT,FROM BUILDING,CONSTRUCTION SITE,True,False,1923,19.0,47.0,5.0,06,1163392.0,1926592.0,2006,02/10/2018 03:50:01 PM,41.954209119,-87.67474284,"(41.954209119, -87.67474284)"
316,8031448,HT263125,04/23/2011 07:37:00 PM,069XX S ABERDEEN ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,733,7.0,17.0,68.0,18,1170181.0,1858759.0,2011,02/10/2018 03:50:01 PM,41.767924073,-87.651765296,"(41.767924073, -87.651765296)"
317,1916456,G775440,12/29/2001 12:30:00 AM,020XX S WASHTENAW AV,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1023,10.0,,,14,1158721.0,1890046.0,2001,08/17/2015 03:03:40 PM,41.854021106,-87.692917046,"(41.854021106, -87.692917046)"
318,10218078,HY400991,08/26/2015 10:33:00 PM,001XX N PARKSIDE AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,False,False,1512,15.0,29.0,25.0,11,1138578.0,1900413.0,2015,02/10/2018 03:50:01 PM,41.88285803,-87.766599362,"(41.88285803, -87.766599362)"
319,5969358,HN747726,12/07/2007 11:05:00 PM,0000X S LEAMINGTON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,1533,15.0,28.0,25.0,18,1142140.0,1899421.0,2007,02/28/2018 03:56:25 PM,41.880070565,-87.753543987,"(41.880070565, -87.753543987)"
320,1342977,G043659,01/21/2001 02:55:00 PM,046XX W BELMONT AV,0820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,False,False,1731,17.0,,,06,1144945.0,1920912.0,2001,08/17/2015 03:03:40 PM,41.93899168,-87.742700858,"(41.93899168, -87.742700858)"
321,12051284,JD232836,05/14/2020 07:25:00 PM,095XX S ESCANABA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,431,4.0,10.0,51.0,14,1197049.0,1842264.0,2020,05/21/2020 03:47:16 PM,41.722034088,-87.553831096,"(41.722034088, -87.553831096)"
322,7178111,HR586712,10/08/2009 02:00:00 PM,074XX S KINGSTON AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,334,3.0,7.0,43.0,05,1194373.0,1856298.0,2009,02/28/2018 03:56:25 PM,41.760610638,-87.563172627,"(41.760610638, -87.563172627)"
323,4341026,HL641815,09/28/2005 08:48:36 PM,046XX N BROADWAY,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,MOVIE HOUSE/THEATER,True,False,2311,19.0,46.0,3.0,11,1167870.0,1931093.0,2005,02/28/2018 03:56:25 PM,41.966464417,-87.658150815,"(41.966464417, -87.658150815)"
324,4847638,HM460963,07/07/2006 03:00:00 PM,025XX S AVERS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1013,10.0,22.0,30.0,14,1151112.0,1886952.0,2006,02/28/2018 03:56:25 PM,41.845683121,-87.720926186,"(41.845683121, -87.720926186)"
325,7796134,HS605563,11/08/2010 05:38:00 PM,060XX W IRVING PARK RD,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,True,False,1633,16.0,38.0,17.0,26,1135215.0,1925961.0,2010,02/04/2016 06:33:39 AM,41.953025057,-87.778341526,"(41.953025057, -87.778341526)"
326,10782884,HZ550411,12/13/2016 01:00:00 PM,023XX S WABASH AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,131,1.0,2.0,33.0,06,1177115.0,1888820.0,2016,02/10/2018 03:50:01 PM,41.850260581,-87.625441541,"(41.850260581, -87.625441541)"
327,10788602,HZ558097,12/19/2016 09:00:00 AM,046XX S DREXEL BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,222,2.0,4.0,39.0,08B,1183101.0,1874456.0,2016,02/10/2018 03:50:01 PM,41.810707298,-87.603919835,"(41.810707298, -87.603919835)"
328,5108130,HM545629,08/17/2006 12:42:01 PM,035XX W ARMITAGE AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,PARKING LOT/GARAGE(NON.RESID.),True,False,1413,14.0,26.0,22.0,26,1152336.0,1913057.0,2006,02/28/2018 03:56:25 PM,41.917293959,-87.715744759,"(41.917293959, -87.715744759)"
329,7285923,HR702218,12/22/2009 07:55:00 PM,053XX S PRINCETON AVE,2027,NARCOTICS,POSS: CRACK,ALLEY,True,False,934,9.0,3.0,37.0,18,1175195.0,1869460.0,2009,02/10/2018 03:50:01 PM,41.797178266,-87.633067324,"(41.797178266, -87.633067324)"
330,4156225,HL491434,07/15/2005 03:30:00 PM,008XX N LOCKWOOD AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,False,True,1524,15.0,37.0,25.0,02,1140871.0,1905014.0,2005,02/28/2018 03:56:25 PM,41.895441878,-87.758065988,"(41.895441878, -87.758065988)"
331,9217460,HW363517,07/15/2013 11:30:00 AM,004XX S WESTERN AVE,0820,THEFT,$500 AND UNDER,CTA TRAIN,False,False,1135,11.0,2.0,28.0,06,1160478.0,1897780.0,2013,02/10/2018 03:50:01 PM,41.87520782,-87.686254203,"(41.87520782, -87.686254203)"
332,9350407,HW494270,10/15/2013 02:30:00 AM,008XX W BELMONT AVE,0890,THEFT,FROM BUILDING,BAR OR TAVERN,False,False,1924,19.0,44.0,6.0,06,1170308.0,1921460.0,2013,02/10/2018 03:50:01 PM,41.93997806,-87.649469376,"(41.93997806, -87.649469376)"
333,7905643,HT135823,01/26/2011 02:50:00 AM,034XX W MADISON ST,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,True,False,1123,11.0,28.0,27.0,04A,1153421.0,1899804.0,2011,02/04/2016 06:33:39 AM,41.880904958,-87.712111013,"(41.880904958, -87.712111013)"
334,5797774,HN608771,09/24/2007 07:45:00 AM,022XX W DIVISION ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),False,False,1312,12.0,32.0,24.0,14,1161104.0,1907941.0,2007,02/28/2018 03:56:25 PM,41.903077492,-87.683673325,"(41.903077492, -87.683673325)"
335,3293057,HK324644,04/25/2004 07:00:00 PM,048XX W CONCORD PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,2533,25.0,37.0,25.0,08B,1143560.0,1910525.0,2004,02/28/2018 03:56:25 PM,41.910514777,-87.748051716,"(41.910514777, -87.748051716)"
336,3152419,HK147588,01/26/2004 07:00:00 PM,0000X E 75TH ST,0860,THEFT,RETAIL THEFT,DRUG STORE,True,False,623,6.0,6.0,69.0,06,1177752.0,1855282.0,2004,02/10/2018 03:50:01 PM,41.758214815,-87.624119338,"(41.758214815, -87.624119338)"
337,5175768,HM768461,12/11/2006 06:07:28 PM,003XX N LATROBE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1523,15.0,28.0,25.0,08B,1141318.0,1901692.0,2006,02/28/2018 03:56:25 PM,41.886317671,-87.756506263,"(41.886317671, -87.756506263)"
338,2719240,HJ348192,05/07/2003 04:40:06 PM,069XX S DR MARTIN LUTHER KING JR DR,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA BUS,False,False,322,3.0,6.0,69.0,14,1180114.0,1859190.0,2003,02/28/2018 03:56:25 PM,41.76888502,-87.615343355,"(41.76888502, -87.615343355)"
339,8552119,HV227856,04/03/2012 09:00:00 PM,086XX W BRYN MAWR AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),False,False,1614,16.0,41.0,76.0,07,1117807.0,1936055.0,2012,02/10/2018 03:50:01 PM,41.981015746,-87.842123304,"(41.981015746, -87.842123304)"
